CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Credit Rank,Age rank,Balance Rank,Salary Rank,Complain_dict
15749947,Black,665,France,Female,44,7,0.0,2,Using Credit Card,Active,66548.58,Client,0,3,GOLD,580,600 - 700,Adult,Balance small,50k - 100k,No comment
15670496,Schwartz,655,Spain,Female,27,9,0.0,2,Not using Credit Card,Not active,108008.05,Client,0,2,DIAMOND,730,600 - 700,Young_adult,Balance small,100k - 150k,No comment
15746664,Ts'ui,463,Spain,Male,20,8,204223.03,1,Using Credit Card,Not active,128268.39,Client,0,2,SILVER,983,400 - 500,Young_adult,Balance high,100k - 150k,No comment
15745533,Sargent,799,France,Female,63,1,110314.21,2,Using Credit Card,Not active,37464.0,Leave,1,3,GOLD,982,700 - 800,Senior,Balance medium,0 - 50k,Complain
15761497,Udinesi,713,Spain,Female,48,1,163760.82,1,Not using Credit Card,Not active,157381.14,Leave,1,2,DIAMOND,239,700 - 800,Adult,Balance high,150k - 200k,Complain
15628600,Lee,807,Germany,Female,31,1,141069.18,3,Using Credit Card,Active,194257.11,Client,0,4,DIAMOND,374,800 - 900,Adult,Balance medium,150k - 200k,No comment
15627002,Taylor,728,France,Male,38,1,115934.74,1,Using Credit Card,Active,139059.05,Client,0,5,GOLD,672,700 - 800,Adult,Balance medium,100k - 150k,No comment
15614635,Kepley,582,France,Male,52,2,151457.88,1,Not using Credit Card,Active,40893.61,Client,0,5,DIAMOND,889,500 - 600,Senior,Balance high,0 - 50k,No comment
15731281,Ozuluonye,704,Germany,Female,35,3,154206.07,2,Using Credit Card,Active,40261.49,Client,0,4,PLATINUM,634,700 - 800,Adult,Balance high,0 - 50k,No comment
15814022,Lassetter,714,France,Female,26,9,89928.99,1,Using Credit Card,Not active,46203.31,Client,0,5,DIAMOND,675,700 - 800,Young_adult,Balance medium,0 - 50k,No comment
15659194,Mishina,628,France,Male,30,8,89182.09,1,Using Credit Card,Active,13126.9,Client,0,3,GOLD,228,600 - 700,Adult,Balance medium,0 - 50k,No comment
15745030,Trevisano,809,Germany,Male,41,1,79706.25,2,Using Credit Card,Not active,165675.01,Client,0,5,DIAMOND,464,800 - 900,Adult,Balance medium,150k - 200k,No comment
15691817,Iloerika,547,Spain,Female,44,5,0.0,3,Not using Credit Card,Not active,5459.07,Leave,1,1,DIAMOND,471,500 - 600,Adult,Balance small,0 - 50k,Complain
15707488,Tan,560,France,Female,27,5,0.0,2,Using Credit Card,Not active,131919.48,Client,0,2,DIAMOND,563,500 - 600,Young_adult,Balance small,100k - 150k,No comment
15784700,Chikelu,811,France,Male,31,7,117799.28,1,Using Credit Card,Active,182372.35,Client,0,4,SILVER,885,800 - 900,Adult,Balance medium,150k - 200k,No comment
15710397,Lin,584,France,Male,26,4,0.0,2,Using Credit Card,Not active,147600.54,Client,0,2,SILVER,408,500 - 600,Young_adult,Balance small,100k - 150k,No comment
15687648,Nicholson,691,France,Male,28,1,0.0,2,Not using Credit Card,Not active,92865.41,Client,0,5,GOLD,569,600 - 700,Young_adult,Balance small,50k - 100k,No comment
15732281,Ugoji,680,Germany,Male,34,6,146422.22,1,Using Credit Card,Not active,67142.97,Leave,1,3,GOLD,870,600 - 700,Adult,Balance medium,50k - 100k,Complain
15607230,Michel,588,Germany,Male,33,9,150186.22,2,Using Credit Card,Active,65611.01,Client,0,3,SILVER,485,500 - 600,Adult,Balance high,50k - 100k,No comment
15567630,Bruce,721,Germany,Male,40,6,100275.88,1,Using Credit Card,Not active,138564.48,Leave,1,5,GOLD,889,700 - 800,Adult,Balance medium,100k - 150k,Complain
15587507,Feng,850,France,Male,47,6,0.0,1,Using Credit Card,Not active,187391.02,Leave,1,3,DIAMOND,282,800 - 900,Adult,Balance small,150k - 200k,Complain
15733904,McDonald,529,France,Male,32,9,147493.89,1,Using Credit Card,Not active,33656.35,Client,0,4,PLATINUM,250,500 - 600,Adult,Balance medium,0 - 50k,No comment
15709511,Watt,622,France,Male,43,8,0.0,2,Using Credit Card,Not active,100618.17,Client,0,2,GOLD,650,600 - 700,Adult,Balance small,100k - 150k,No comment
15579616,Goodwin,683,France,Female,42,8,0.0,2,Not using Credit Card,Active,198134.9,Client,0,1,PLATINUM,919,600 - 700,Adult,Balance small,150k - 200k,No comment
15694852,Arcuri,575,France,Male,29,4,121823.4,2,Using Credit Card,Active,50368.87,Client,0,4,PLATINUM,435,500 - 600,Young_adult,Balance medium,50k - 100k,No comment
15589924,Rapuluolisa,577,Spain,Female,40,1,0.0,2,Using Credit Card,Active,108787.0,Client,0,1,GOLD,530,500 - 600,Adult,Balance small,100k - 150k,No comment
15799300,Kao,510,Germany,Male,31,0,113688.63,1,Using Credit Card,Not active,33099.41,Leave,1,2,SILVER,788,500 - 600,Adult,Balance medium,0 - 50k,Complain
15731330,Tsui,652,Spain,Female,40,7,100471.34,1,Using Credit Card,Active,124550.88,Client,0,3,GOLD,840,600 - 700,Adult,Balance medium,100k - 150k,No comment
15694129,Summers,569,Germany,Female,28,3,100032.52,1,Using Credit Card,Not active,5159.21,Leave,1,3,DIAMOND,683,500 - 600,Young_adult,Balance medium,0 - 50k,Complain
15620372,Cross,687,Spain,Male,31,3,0.0,2,Not using Credit Card,Not active,48228.1,Client,0,2,PLATINUM,575,600 - 700,Adult,Balance small,0 - 50k,No comment
15744622,Osorio,822,France,Male,32,8,116358.0,1,Using Credit Card,Not active,108798.36,Client,0,4,DIAMOND,898,800 - 900,Adult,Balance medium,100k - 150k,No comment
15799815,Bobrov,656,Germany,Female,23,4,163549.63,1,Not using Credit Card,Active,21085.12,Client,0,4,DIAMOND,514,600 - 700,Young_adult,Balance high,0 - 50k,No comment
15759250,Barnett,745,Germany,Male,51,3,99183.9,1,Using Credit Card,Active,28922.25,Client,0,5,SILVER,270,700 - 800,Senior,Balance medium,0 - 50k,No comment
15732643,Pike,386,Spain,Female,53,1,131955.07,1,Using Credit Card,Active,62514.65,Leave,1,5,GOLD,676,300 - 400,Senior,Balance medium,50k - 100k,Complain
15690540,Gearheart,684,Spain,Female,41,1,134177.06,1,Not using Credit Card,Not active,177506.66,Client,0,1,PLATINUM,456,600 - 700,Adult,Balance medium,150k - 200k,No comment
15803078,Bruno,635,Spain,Female,38,1,0.0,2,Using Credit Card,Not active,90605.05,Client,0,4,GOLD,399,600 - 700,Adult,Balance small,50k - 100k,No comment
15652180,Egobudike,582,France,Male,30,2,0.0,2,Using Credit Card,Active,132029.95,Client,0,2,GOLD,276,500 - 600,Adult,Balance small,100k - 150k,No comment
15741195,Okechukwu,613,Spain,Male,19,5,0.0,1,Using Credit Card,Active,176903.35,Client,0,1,SILVER,327,600 - 700,Young_adult,Balance small,150k - 200k,No comment
15743490,Zikoranachidimma,795,Germany,Female,56,9,94348.94,1,Using Credit Card,Not active,29239.29,Leave,1,1,PLATINUM,414,700 - 800,Senior,Balance medium,0 - 50k,Complain
15575510,Milanesi,659,France,Female,32,2,155584.21,1,Not using Credit Card,Active,153662.88,Client,0,5,PLATINUM,313,600 - 700,Adult,Balance high,150k - 200k,No comment
15732610,Ahern,745,France,Female,28,6,0.0,2,Using Credit Card,Not active,154389.18,Client,0,4,SILVER,649,700 - 800,Young_adult,Balance small,150k - 200k,No comment
15602909,Dickson,604,Spain,Female,41,10,0.0,2,Using Credit Card,Active,166224.39,Client,0,2,DIAMOND,876,600 - 700,Adult,Balance small,150k - 200k,No comment
15734058,Anayochukwu,509,Germany,Male,32,9,170661.47,1,Using Credit Card,Active,21646.2,Client,0,4,SILVER,994,500 - 600,Adult,Balance high,0 - 50k,No comment
15801788,McDonald,706,Germany,Female,29,6,185544.36,1,Using Credit Card,Not active,171037.63,Client,0,2,GOLD,546,700 - 800,Young_adult,Balance high,150k - 200k,No comment
15702462,Fiorentini,619,Spain,Female,44,6,52831.13,1,Using Credit Card,Active,112649.22,Leave,1,3,SILVER,245,600 - 700,Adult,Balance medium,100k - 150k,Complain
15683416,Russo,572,Germany,Male,51,8,97750.07,3,Using Credit Card,Active,193014.26,Leave,1,2,PLATINUM,740,500 - 600,Senior,Balance medium,150k - 200k,Complain
15794187,Young,695,France,Male,36,6,114007.5,2,Using Credit Card,Not active,118120.88,Client,0,1,DIAMOND,533,600 - 700,Adult,Balance medium,100k - 150k,No comment
15792989,Bianchi,543,France,Female,71,1,104308.77,1,Using Credit Card,Active,25650.04,Client,0,5,DIAMOND,710,500 - 600,Senior,Balance medium,0 - 50k,No comment
15613734,Fallaci,640,France,Female,33,6,84719.13,2,Using Credit Card,Active,113048.79,Client,0,3,SILVER,853,600 - 700,Adult,Balance medium,100k - 150k,No comment
15606177,Crawford,672,France,Male,39,2,0.0,2,Using Credit Card,Not active,87372.49,Client,0,3,DIAMOND,425,600 - 700,Adult,Balance small,50k - 100k,No comment
15636700,Marsh,701,France,Male,39,9,140236.98,1,Not using Credit Card,Active,146651.99,Client,0,2,PLATINUM,342,700 - 800,Adult,Balance medium,100k - 150k,No comment
15645766,Kosisochukwu,634,Spain,Male,25,9,0.0,2,Using Credit Card,Active,8227.91,Client,0,2,GOLD,730,600 - 700,Young_adult,Balance small,0 - 50k,No comment
15671345,Piccio,531,Spain,Female,42,6,75302.85,2,Not using Credit Card,Not active,57034.35,Client,0,1,PLATINUM,505,500 - 600,Adult,Balance medium,50k - 100k,No comment
15652469,Nevels,699,France,Male,27,1,0.0,2,Using Credit Card,Not active,93003.21,Client,0,5,PLATINUM,476,600 - 700,Young_adult,Balance small,50k - 100k,No comment
15749638,Kaodilinakachukwu,605,France,Female,51,9,104760.82,1,Using Credit Card,Active,165574.54,Leave,1,1,PLATINUM,675,600 - 700,Senior,Balance medium,150k - 200k,Complain
15728706,Amaechi,534,France,Female,49,7,0.0,1,Using Credit Card,Not active,13566.48,Leave,1,4,DIAMOND,921,500 - 600,Adult,Balance small,0 - 50k,Complain
15735439,P'an,449,Spain,Female,31,1,113693.0,1,Not using Credit Card,Not active,82796.29,Client,0,1,GOLD,395,400 - 500,Adult,Balance medium,50k - 100k,No comment
15778696,Ikemefuna,684,Spain,Female,36,5,174180.39,1,Using Credit Card,Not active,119830.08,Client,0,1,DIAMOND,364,600 - 700,Adult,Balance high,100k - 150k,No comment
15624744,Tai,622,Germany,Male,42,9,115766.26,1,Not using Credit Card,Not active,72155.85,Leave,1,3,PLATINUM,483,600 - 700,Adult,Balance medium,50k - 100k,Complain
15584338,Winn,714,France,Female,40,0,0.0,2,Using Credit Card,Not active,62762.12,Client,0,1,SILVER,970,700 - 800,Adult,Balance small,50k - 100k,No comment
15726178,Hardy,712,Spain,Female,48,8,0.0,2,Using Credit Card,Not active,183235.33,Client,0,2,SILVER,923,700 - 800,Adult,Balance small,150k - 200k,No comment
15794939,Chiu,783,France,Female,72,5,121215.9,2,Using Credit Card,Active,105206.48,Client,0,3,GOLD,509,700 - 800,Senior,Balance medium,100k - 150k,No comment
15788068,Lopez,743,Germany,Male,45,10,144677.19,3,Using Credit Card,Not active,22512.44,Leave,1,3,GOLD,471,700 - 800,Adult,Balance medium,0 - 50k,Complain
15572956,Steen,683,France,Male,36,5,115350.63,1,Using Credit Card,Active,122305.91,Client,0,5,DIAMOND,398,600 - 700,Adult,Balance medium,100k - 150k,No comment
15780386,Ferri,654,Spain,Male,40,5,105683.63,1,Using Credit Card,Not active,173617.09,Client,0,5,DIAMOND,250,600 - 700,Adult,Balance medium,150k - 200k,No comment
15791114,Yegorova,700,France,Male,37,1,135179.49,1,Using Credit Card,Not active,160670.37,Client,0,3,SILVER,700,600 - 700,Adult,Balance medium,150k - 200k,No comment
15708046,Knowles,744,Spain,Male,31,0,117551.23,1,Using Credit Card,Not active,158958.9,Client,0,3,PLATINUM,633,700 - 800,Adult,Balance medium,150k - 200k,No comment
15719779,May,645,Germany,Male,25,1,157404.02,2,Using Credit Card,Not active,93073.04,Client,0,4,DIAMOND,855,600 - 700,Young_adult,Balance high,50k - 100k,No comment
15591550,Bianchi,525,Spain,Male,36,3,77910.23,1,Using Credit Card,Not active,67238.01,Client,0,3,SILVER,976,500 - 600,Adult,Balance medium,50k - 100k,No comment
15639368,Pipes,732,France,Male,25,0,110942.9,1,Not using Credit Card,Not active,172576.56,Client,0,3,SILVER,845,700 - 800,Young_adult,Balance medium,150k - 200k,No comment
15699830,Doherty,721,France,Female,40,7,0.0,2,Using Credit Card,Active,122580.48,Client,0,4,PLATINUM,351,700 - 800,Adult,Balance small,100k - 150k,No comment
15569264,Yobanna,622,France,Male,32,5,179305.09,1,Using Credit Card,Active,149043.78,Client,0,4,GOLD,383,600 - 700,Adult,Balance high,100k - 150k,No comment
15595158,Hsu,654,Germany,Male,31,5,150593.59,2,Using Credit Card,Active,105218.45,Client,0,2,DIAMOND,937,600 - 700,Adult,Balance high,100k - 150k,No comment
15599126,Russell,529,France,Female,43,0,123815.86,1,Using Credit Card,Active,78463.99,Leave,1,5,DIAMOND,703,500 - 600,Adult,Balance medium,50k - 100k,Complain
15650575,Payne,720,Spain,Female,59,6,0.0,2,Using Credit Card,Active,160849.43,Leave,1,3,DIAMOND,521,700 - 800,Senior,Balance small,150k - 200k,Complain
15641490,Windsor,850,Germany,Female,25,8,69385.17,2,Using Credit Card,Not active,87834.24,Client,0,4,SILVER,722,800 - 900,Young_adult,Balance medium,50k - 100k,No comment
15680234,Bray,667,Germany,Male,27,2,138032.15,1,Using Credit Card,Not active,166317.71,Client,0,2,GOLD,904,600 - 700,Young_adult,Balance medium,150k - 200k,No comment
15592230,Seleznyov,620,France,Male,41,3,0.0,2,Using Credit Card,Active,137309.06,Client,0,2,PLATINUM,725,600 - 700,Adult,Balance small,100k - 150k,No comment
15626212,Wark,616,France,Male,29,9,0.0,1,Using Credit Card,Active,166984.44,Client,0,2,PLATINUM,310,600 - 700,Young_adult,Balance small,150k - 200k,No comment
15700627,Y?,637,Germany,Female,46,2,143500.82,1,Using Credit Card,Not active,166996.46,Leave,1,2,DIAMOND,372,600 - 700,Adult,Balance medium,150k - 200k,Complain
15782641,Brown,710,Spain,Female,29,3,119670.18,1,Using Credit Card,Not active,188022.44,Client,0,4,DIAMOND,913,700 - 800,Young_adult,Balance medium,150k - 200k,No comment
15784445,Huang,717,Spain,Male,33,1,99106.73,1,Not using Credit Card,Not active,194467.23,Client,0,2,GOLD,294,700 - 800,Adult,Balance medium,150k - 200k,No comment
15813681,Zito,786,Germany,Male,24,2,120135.55,2,Using Credit Card,Active,125449.47,Client,0,3,PLATINUM,625,700 - 800,Young_adult,Balance medium,100k - 150k,No comment
15596649,Bailey,651,France,Female,39,8,0.0,1,Using Credit Card,Not active,137452.57,Client,0,3,DIAMOND,956,600 - 700,Adult,Balance small,100k - 150k,No comment
15700460,Allnutt,530,France,Female,55,4,120905.03,1,Not using Credit Card,Active,123475.88,Leave,1,5,DIAMOND,746,500 - 600,Senior,Balance medium,100k - 150k,Complain
15724076,Christie,815,Spain,Female,57,5,0.0,3,Not using Credit Card,Not active,38941.44,Leave,1,4,SILVER,693,800 - 900,Senior,Balance small,0 - 50k,Complain
15784000,Pope,715,Germany,Female,34,9,102277.52,1,Not using Credit Card,Not active,177852.57,Leave,1,2,SILVER,338,700 - 800,Adult,Balance medium,150k - 200k,Complain
15733966,Johnstone,496,Germany,Female,55,4,125292.53,1,Using Credit Card,Active,31532.96,Leave,1,1,DIAMOND,726,400 - 500,Senior,Balance medium,0 - 50k,Complain
15612667,Bird,680,Spain,Male,42,0,0.0,1,Using Credit Card,Not active,136377.21,Client,0,3,DIAMOND,821,600 - 700,Adult,Balance small,100k - 150k,No comment
15654025,Jones,646,France,Female,51,4,101629.3,1,Not using Credit Card,Not active,130541.1,Client,0,5,SILVER,639,600 - 700,Senior,Balance medium,100k - 150k,No comment
15589431,Pedder,807,Germany,Male,47,1,171937.27,1,Using Credit Card,Active,65636.92,Client,0,4,SILVER,809,800 - 900,Adult,Balance high,50k - 100k,No comment
15578238,Calabrese,727,France,Male,47,7,0.0,2,Using Credit Card,Not active,193305.35,Client,0,4,PLATINUM,284,700 - 800,Adult,Balance small,150k - 200k,No comment
15566269,Chialuka,787,France,Male,25,5,0.0,2,Using Credit Card,Not active,47307.9,Client,0,4,DIAMOND,754,700 - 800,Young_adult,Balance small,0 - 50k,No comment
15639217,McKenzie,806,France,Male,34,6,0.0,2,Not using Credit Card,Not active,100809.99,Client,0,3,SILVER,780,800 - 900,Adult,Balance small,100k - 150k,No comment
15688644,Holloway,603,France,Male,31,1,129743.75,1,Using Credit Card,Not active,109145.2,Client,0,1,PLATINUM,664,600 - 700,Adult,Balance medium,100k - 150k,No comment
15662426,Tang,649,Spain,Male,32,1,0.0,1,Not using Credit Card,Active,91167.19,Leave,1,5,SILVER,373,600 - 700,Adult,Balance small,50k - 100k,Complain
15720511,Byrne,547,Germany,Male,41,3,151191.31,1,Using Credit Card,Not active,175295.89,Leave,1,2,SILVER,945,500 - 600,Adult,Balance high,150k - 200k,Complain
15567246,Selwyn,684,Germany,Male,32,3,102630.13,2,Using Credit Card,Active,127433.47,Client,0,2,DIAMOND,684,600 - 700,Adult,Balance medium,100k - 150k,No comment
15647965,Genovese,477,France,Female,57,9,114023.64,2,Using Credit Card,Active,71167.17,Leave,1,3,GOLD,523,400 - 500,Senior,Balance medium,50k - 100k,Complain
15679048,Koger,558,Germany,Male,41,2,124227.14,1,Using Credit Card,Active,111184.67,Client,0,3,SILVER,476,500 - 600,Adult,Balance medium,100k - 150k,No comment
15675749,Baranov,695,France,Female,23,1,0.0,2,Using Credit Card,Active,141756.32,Client,0,1,GOLD,596,600 - 700,Young_adult,Balance small,100k - 150k,No comment
15782181,Greco,592,Spain,Male,35,6,80285.16,1,Using Credit Card,Not active,72678.75,Leave,1,5,DIAMOND,653,500 - 600,Adult,Balance medium,50k - 100k,Complain
15795738,Owens,789,France,Male,31,4,175477.15,1,Using Credit Card,Active,172832.9,Client,0,1,DIAMOND,702,700 - 800,Adult,Balance high,150k - 200k,No comment
15773751,Y?,597,France,Female,29,1,132144.35,1,Using Credit Card,Not active,158086.33,Client,0,1,DIAMOND,718,500 - 600,Young_adult,Balance medium,150k - 200k,No comment
15655436,Kendall,839,Germany,Male,47,2,136911.07,1,Using Credit Card,Active,168184.62,Leave,1,3,DIAMOND,674,800 - 900,Adult,Balance medium,150k - 200k,Complain
15691396,Ko,405,Germany,Male,31,5,133299.67,2,Using Credit Card,Active,72950.14,Client,0,3,SILVER,634,400 - 500,Adult,Balance medium,50k - 100k,No comment
15796958,Tang,658,France,Male,39,7,0.0,2,Using Credit Card,Not active,48378.4,Client,0,4,DIAMOND,850,600 - 700,Adult,Balance small,0 - 50k,No comment
15801832,Lombardo,684,Germany,Male,42,1,117691.0,1,Using Credit Card,Active,23135.65,Leave,1,5,DIAMOND,653,600 - 700,Adult,Balance medium,0 - 50k,Complain
15661349,Perkins,633,France,Male,35,10,0.0,2,Using Credit Card,Not active,65675.47,Client,0,1,DIAMOND,898,600 - 700,Adult,Balance small,50k - 100k,No comment
15719265,Feng,589,France,Male,46,9,0.0,2,Using Credit Card,Not active,170676.67,Client,0,1,GOLD,449,500 - 600,Adult,Balance small,150k - 200k,No comment
15779985,Lo,750,Germany,Female,37,1,133199.71,2,Using Credit Card,Active,27366.77,Client,0,4,PLATINUM,959,700 - 800,Adult,Balance medium,0 - 50k,No comment
15663410,Piccio,771,Spain,Male,51,5,135506.58,3,Using Credit Card,Active,152479.64,Leave,1,5,SILVER,853,700 - 800,Senior,Balance medium,150k - 200k,Complain
15704144,Mazzanti,812,Germany,Male,33,2,127154.14,2,Not using Credit Card,Active,105383.49,Client,0,1,SILVER,344,800 - 900,Adult,Balance medium,100k - 150k,No comment
15774104,Chukwualuka,539,Spain,Male,39,2,0.0,2,Using Credit Card,Active,48189.94,Client,0,4,GOLD,457,500 - 600,Adult,Balance small,0 - 50k,No comment
15812230,Elliot,670,Germany,Female,42,5,49508.79,3,Using Credit Card,Active,100324.01,Client,0,4,PLATINUM,229,600 - 700,Adult,Balance small,100k - 150k,No comment
15742848,Gratton,673,France,Male,41,5,0.0,1,Using Credit Card,Active,65657.29,Client,0,5,PLATINUM,458,600 - 700,Adult,Balance small,50k - 100k,No comment
15745326,Carandini,538,France,Female,62,3,75051.49,1,Not using Credit Card,Not active,17682.02,Leave,1,4,GOLD,424,500 - 600,Senior,Balance medium,0 - 50k,Complain
15674541,Robinson,575,Spain,Male,52,8,123925.23,1,Not using Credit Card,Not active,111342.66,Leave,1,4,PLATINUM,650,500 - 600,Senior,Balance medium,100k - 150k,Complain
15728564,Lo,682,France,Male,41,6,0.0,2,Not using Credit Card,Active,134158.09,Leave,1,1,DIAMOND,826,600 - 700,Adult,Balance small,100k - 150k,Complain
15580701,Ma,712,France,Male,33,3,153819.58,1,Using Credit Card,Not active,79176.09,Leave,1,3,GOLD,942,700 - 800,Adult,Balance high,50k - 100k,Complain
15688973,Vinogradova,598,Spain,Female,39,5,0.0,2,Using Credit Card,Active,83103.46,Client,0,3,SILVER,926,500 - 600,Adult,Balance small,50k - 100k,No comment
15709412,H?,776,Spain,Male,30,6,0.0,2,Not using Credit Card,Active,63908.86,Client,0,2,GOLD,928,700 - 800,Adult,Balance small,50k - 100k,No comment
15607753,Alexandrova,606,Spain,Female,23,10,70417.79,1,Not using Credit Card,Active,90896.04,Client,0,4,DIAMOND,437,600 - 700,Young_adult,Balance medium,50k - 100k,No comment
15705352,Yang,686,Spain,Male,38,7,111484.88,1,Using Credit Card,Active,76076.2,Client,0,4,DIAMOND,784,600 - 700,Adult,Balance medium,50k - 100k,No comment
15602500,Maslova,850,Spain,Male,38,1,146343.98,1,Not using Credit Card,Active,103902.11,Client,0,4,GOLD,973,800 - 900,Adult,Balance medium,100k - 150k,No comment
15672437,Buccho,642,France,Male,72,1,160541.0,2,Using Credit Card,Active,142223.94,Client,0,5,SILVER,836,600 - 700,Senior,Balance high,100k - 150k,No comment
15720968,Young,606,Germany,Male,27,2,130274.26,2,Using Credit Card,Not active,147533.09,Client,0,5,GOLD,915,600 - 700,Young_adult,Balance medium,100k - 150k,No comment
15730796,Barker,627,France,Female,21,7,98993.02,1,Using Credit Card,Active,169156.64,Client,0,4,DIAMOND,456,600 - 700,Young_adult,Balance medium,150k - 200k,No comment
15768219,Sung,850,Spain,Male,36,0,0.0,2,Using Credit Card,Not active,141242.57,Client,0,3,SILVER,863,800 - 900,Adult,Balance small,100k - 150k,No comment
15663883,Hansen,850,Germany,Male,32,9,141827.33,2,Using Credit Card,Active,149458.73,Client,0,2,PLATINUM,295,800 - 900,Adult,Balance medium,100k - 150k,No comment
15589296,Brown,724,France,Female,40,6,110054.45,1,Using Credit Card,Active,86950.72,Client,0,2,SILVER,680,700 - 800,Adult,Balance medium,50k - 100k,No comment
15586425,Lo Duca,579,France,Male,28,4,0.0,2,Using Credit Card,Active,176925.69,Client,0,3,DIAMOND,623,500 - 600,Young_adult,Balance small,150k - 200k,No comment
15679813,Ellis,727,Spain,Male,28,1,0.0,1,Using Credit Card,Not active,40357.39,Client,0,4,DIAMOND,979,700 - 800,Young_adult,Balance small,0 - 50k,No comment
15681410,Korff,813,Germany,Female,36,6,98088.09,1,Not using Credit Card,Active,26687.22,Leave,1,2,GOLD,233,800 - 900,Adult,Balance medium,0 - 50k,Complain
15668283,Gardiner,642,France,Male,48,9,118317.27,4,Not using Credit Card,Not active,78702.98,Leave,1,1,DIAMOND,912,600 - 700,Adult,Balance medium,50k - 100k,Complain
15624072,Kiernan,669,Spain,Male,22,10,0.0,2,Using Credit Card,Not active,176163.74,Client,0,3,PLATINUM,408,600 - 700,Young_adult,Balance small,150k - 200k,No comment
15669664,Thompson,574,Germany,Male,54,1,99774.5,1,Not using Credit Card,Not active,4896.11,Leave,1,5,SILVER,222,500 - 600,Senior,Balance medium,0 - 50k,Complain
15682728,Mathews,774,France,Female,32,4,0.0,2,Not using Credit Card,Not active,114899.13,Client,0,2,GOLD,464,700 - 800,Adult,Balance small,100k - 150k,No comment
15573851,Macrossan,735,France,Female,38,1,0.0,3,Not using Credit Card,Not active,92220.12,Leave,1,5,SILVER,678,700 - 800,Adult,Balance small,50k - 100k,Complain
15733661,Illingworth,639,Spain,Female,27,8,133806.54,2,Using Credit Card,Not active,6251.3,Client,0,2,PLATINUM,533,600 - 700,Young_adult,Balance medium,0 - 50k,No comment
15710012,Bowen,738,Spain,Male,44,2,0.0,2,Using Credit Card,Not active,43018.82,Leave,1,5,PLATINUM,546,700 - 800,Adult,Balance small,0 - 50k,Complain
15763327,Craig,835,France,Male,32,8,124993.29,2,Using Credit Card,Active,27548.06,Client,0,5,PLATINUM,827,800 - 900,Adult,Balance medium,0 - 50k,No comment
15668853,Menhennitt,637,Spain,Female,44,0,157622.58,1,Using Credit Card,Active,120454.2,Client,0,1,PLATINUM,879,600 - 700,Adult,Balance high,100k - 150k,No comment
15639303,Moore,589,Germany,Male,48,5,126111.61,1,Not using Credit Card,Active,133961.19,Client,0,2,GOLD,249,500 - 600,Adult,Balance medium,100k - 150k,No comment
15691011,Shoebridge,591,France,Male,42,9,161651.37,2,Using Credit Card,Active,131753.97,Client,0,2,SILVER,646,500 - 600,Adult,Balance high,100k - 150k,No comment
15638513,Palermo,723,France,Female,40,7,142856.95,2,Not using Credit Card,Not active,38019.74,Client,0,5,PLATINUM,522,700 - 800,Adult,Balance medium,0 - 50k,No comment
15648933,Reilly,831,Germany,Male,44,3,111100.98,1,Using Credit Card,Active,28144.07,Leave,1,4,GOLD,560,800 - 900,Adult,Balance medium,0 - 50k,Complain
15628904,Bowen,733,Spain,Male,35,8,102918.38,1,Using Credit Card,Active,45959.86,Client,0,5,PLATINUM,899,700 - 800,Adult,Balance medium,0 - 50k,No comment
15644788,Fyodorov,731,France,Female,30,5,0.0,2,Using Credit Card,Not active,189528.72,Client,0,4,SILVER,418,700 - 800,Adult,Balance small,150k - 200k,No comment
15598161,Clements,654,France,Male,47,10,0.0,2,Using Credit Card,Not active,170481.98,Client,0,1,PLATINUM,584,600 - 700,Adult,Balance small,150k - 200k,No comment
15745624,McKenzie,828,France,Male,37,4,0.0,2,Using Credit Card,Not active,94845.45,Client,0,4,PLATINUM,652,800 - 900,Adult,Balance small,50k - 100k,No comment
15733169,Craig,590,Spain,Male,22,7,125265.61,1,Using Credit Card,Active,161253.08,Client,0,5,PLATINUM,851,500 - 600,Young_adult,Balance medium,150k - 200k,No comment
15801417,Iloerika,657,France,Male,37,4,82500.28,1,Using Credit Card,Active,115260.72,Client,0,5,SILVER,603,600 - 700,Adult,Balance medium,100k - 150k,No comment
15592707,Dolgorukova,531,Germany,Female,64,2,175754.87,2,Using Credit Card,Active,60721.4,Client,0,1,DIAMOND,887,500 - 600,Senior,Balance high,50k - 100k,No comment
15593954,Eva,516,France,Female,47,6,109387.33,1,Not using Credit Card,Not active,121365.45,Client,0,5,PLATINUM,670,500 - 600,Adult,Balance medium,100k - 150k,No comment
15714431,Yeh,561,France,Male,37,1,100443.36,2,Not using Credit Card,Active,101693.73,Client,0,2,GOLD,722,500 - 600,Adult,Balance medium,100k - 150k,No comment
15638257,P'an,682,Spain,Female,54,0,83102.72,2,Using Credit Card,Active,54132.93,Client,0,2,DIAMOND,478,600 - 700,Senior,Balance medium,50k - 100k,No comment
15690939,Howe,575,Spain,Male,28,7,0.0,1,Using Credit Card,Active,10666.05,Client,0,1,PLATINUM,750,500 - 600,Young_adult,Balance small,0 - 50k,No comment
15723613,Jenkins,623,France,Female,28,4,0.0,2,Using Credit Card,Not active,41227.67,Client,0,3,GOLD,297,600 - 700,Young_adult,Balance small,0 - 50k,No comment
